Stations,RUBUNGORAB,KABUYESW,BUTAMWA,MULINDI,RWESERO,RUKOZO,RUTONGO,CYINZUZI,MUGAMBAZI,RUSIGA,BUTARO,KINONI,NTARUKA,KAGOGO,RUHUNDE,SHINGIRO,NYANGEKABEZA,KINIGI,REMERA,NEMBAPAROISSE,CYABINGO,MINAZI,MUYONGWE,JANJA,RUSHASHI,RULI,GACURABWENGE,MUGINA,KAYENZI,NYABINONI,RUGENDABARI,KIVUMU,KIBANGU,NYAMABUYE,MWENDO,GITWE,KIGOMA,KINAZI,RURANGAZI,NYAMIYAGAPAROISSE,BUSASAMANANYANZA,KARAMAGAHORORO,KIGOMA,SIMBI,NYAKIBANDA,RUBONA,GIKONKO,CYILI,MUKINDO,GAKOMA,SAVE,KANSI,KIGEMBE,CYAHINDA,RUNYOMBYI,KIBEHO,MUDASOMWATARESECTOR,GATARE,BURUHUKIRO,MUSHUBIPAROISSE,KADUHASECTOR,CYANIKAKUISHURI,KIGEMEKUISHURI,KITABITEA,NYAMATAPAROISSE,RUHUHA,JURU,KARAMA,GISHALI,MWULIRE,NZIGE,RWAMAGANA,MUSHA,KABARONDO,GAHINI,MWIRI,MUKARANGE,RWINKWAVU,NDEGO,MURUNDI,KIZIGURO,RWIMBOGO,GABIRO,GASANGE,NYAGAHANGA,NGARAMA,KABARORE,MUHURA,NYAKIGAKARAMA,KAGITUMBAGARDENFRESH,GATUNDA,MUTENDERI,SAKE,ZAZA,JARAMA,KIREHE,MUSAZA,NYAMUGALI,NYARUBUYE,MPANGA,GAHARA,MURAMBA,GATUMBA,KABAYA,MUHANDARUBAYA,NYANGE,SOVU,NYUNDO,RYABIZIGE,BUSASAMANA,KANAMA,RUGABANO,GISHYITA,RUGABANOTEA,TWUMBA,MUSHUBATI,GIHANGO,BONEZA,MURUNDAPAROISSE,RUGERA,RWANKERI,BIGOGWE,NYAMASHEKE,NTENDEZI,CYATO,KIRIMBI,KANJONGO,SHANGI,NKANKA,NYAKABUYE,MURURU,MIBIRIZI,GITEGA,KIGALIAERO,GIKONGOROMET,BYIMANA,RUBENGERAMET,GISENYIAERO,KAMEMBEAERO,BUSOGOISAE,RUHENGERIAERO,BYUMBAMET,NYAGATARE,KAWANGIRE,KIBUNGOKAZO,BUGARAMARIZ
2008,15.26855,15.22462,15.51631,12.41475,14.95571,11.87407,13.21227,12.28301,13.21227,11.87407,11.19579,10.32689,11.52746,11.50781,11.72713,7.9371,7.98066,9.93896,11.58008,11.64754,12.78243,13.20126,11.95505,14.45156,12.21366,13.84019,14.04896,14.04896,14.93516,14.20975,14.20945,12.13792,14.16738,12.19235,14.44235,13.77033,13.47057,14.25246,14.29757,13.17568,14.26342,12.46423,13.81109,14.46071,13.84314,13.84549,13.17568,13.01888,13.15751,13.4547,14.6921,13.94872,14.11161,13.04331,11.4276,12.5677,10.34128,10.91238,9.94112,12.30071,12.94158,14.03049,12.3327,10.24112,15.28582,14.13205,15.13883,15.39658,15.81885,15.96918,15.04434,15.81885,15.3662,15.8932,16.1547,16.20863,15.83967,16.2791,15.88137,15.09205,13.82104,15.23355,15.38101,14.65806,12.99112,13.43885,15.13448,13.58923,14.43492,14.98096,14.18839,14.89374,14.39451,15.28582,14.62232,16.22317,16.31893,16.51566,16.32473,16.19598,14.7923,12.78243,12.76309,15.68628,12.76309,12.54454,10.71604,12.19462,12.02172,11.0223,11.44566,12.33697,14.15077,12.65653,11.79757,15.28014,12.18475,13.07773,13.26902,10.87593,8.24631,9.60456,13.16257,12.22913,11.30508,13.16492,13.15139,14.39913,13.58328,11.28568,12.94432,11.53806,15.71626,15.75809,13.04719,13.9379,15.56724,14.90426,14.91336,9.54281,11.24314,12.56803,14.54369,14.89656,15.17899,17.9429
2009,15.2089,15.16756,15.45373,12.37762,14.89315,11.83266,13.14619,12.23134,13.14619,11.83266,11.16923,10.28789,11.50449,11.48833,11.68814,7.89504,7.96296,9.9063,11.56156,11.62425,12.77164,13.18079,11.90844,14.43496,12.16841,13.82868,13.998,13.998,14.88721,14.19005,14.1691,12.0897,14.14381,12.1491,14.40997,13.7294,13.42682,14.1977,14.23797,13.12564,14.20022,12.40452,13.75189,14.39926,13.78696,13.78562,13.12564,12.97315,13.1149,13.40789,14.62247,13.89058,14.05326,12.98995,11.41277,12.55414,10.32334,10.89214,9.92888,12.27589,12.92088,13.97197,12.31047,10.22471,15.23795,14.08595,15.07756,15.33016,15.77142,15.91707,14.99781,15.77142,15.30507,15.85449,16.12293,16.17559,15.79405,16.23296,15.86145,15.07877,13.78093,15.21348,15.35918,14.61616,12.94726,13.39723,15.10468,13.54819,14.40293,14.96312,14.15274,14.83901,14.33973,15.23795,14.5577,16.17225,16.26441,16.47858,16.29427,16.16458,14.73912,12.77164,12.72523,15.67101,12.72523,12.5071,10.68715,12.22159,12.04279,11.036,11.46627,12.32603,14.1594,12.64471,11.75493,15.27704,12.21825,13.11715,13.26945,10.85616,8.23836,9.60896,13.20151,12.26036,11.3266,13.20296,13.18904,14.44611,13.62841,11.31715,12.98901,11.57334,15.65184,15.69304,13.02581,13.9011,15.56342,14.97512,14.96647,9.54397,11.22244,12.5303,14.51184,14.86984,15.13121,18.00975
2010,15.55027,15.51874,15.72641,12.83049,15.24145,12.30408,13.53433,12.67663,13.53433,12.30408,11.62603,10.86293,11.96671,11.9246,12.13978,8.58751,8.58679,10.48929,12.00036,12.10753,13.23318,13.62578,12.31167,14.9106,12.58058,14.22726,14.27548,14.27548,15.26679,14.67986,14.56055,12.42663,14.58732,12.46386,14.73923,14.05844,13.73975,14.46742,14.56441,13.31679,14.50871,12.72181,14.06847,14.68836,14.08044,14.04619,13.31679,13.1589,13.29244,13.60677,14.91874,14.17767,14.34,13.2994,11.76942,12.88726,10.69022,11.25197,10.32912,12.67499,13.26093,14.29375,12.67553,10.58501,15.47074,14.27929,15.33192,15.54488,16.07923,16.22647,15.25732,16.07923,15.59795,16.12608,16.44841,16.50132,16.10137,16.53444,16.1011,15.38907,14.14808,15.5631,15.70915,14.97477,13.342,13.77099,15.45238,13.91052,14.74871,15.29025,14.50277,15.02482,14.52474,15.47074,14.73521,16.39468,16.49126,16.75,16.5737,16.4391,14.91038,13.23318,13.15411,15.99868,13.15411,12.91181,11.31786,12.70241,12.58337,11.57967,11.96723,12.74389,14.5411,13.05195,12.16573,15.73323,12.70693,13.612,13.81737,11.36115,8.80896,10.16452,13.5243,12.56099,11.64625,13.53896,13.49532,14.77775,13.96816,11.61542,13.31236,11.88008,15.9329,15.97151,13.39934,14.23203,16.00093,15.51778,15.30819,10.06068,11.74468,13.01403,14.86507,15.17912,15.35723,18.302
2011,14.7729,14.72088,14.9926,12.04151,14.46992,11.50915,12.76592,11.89666,12.76592,11.50915,10.86545,10.01844,11.1937,11.17767,11.37025,7.70345,7.80263,9.64822,11.25008,11.31871,12.43195,12.81745,11.57896,14.04397,11.8317,13.4386,13.57496,13.57496,14.45049,13.8089,13.77452,11.73619,13.74874,11.79942,13.98797,13.33008,13.03348,13.76879,13.81863,12.724,13.77858,12.03942,13.34849,13.9691,13.37986,13.37173,12.724,12.5746,12.712,12.99668,14.18205,13.47923,13.64288,12.60896,11.08915,12.19603,10.02975,10.58197,9.65518,11.93463,12.56389,13.56367,11.95937,9.93438,14.7609,13.65896,14.62901,14.8611,15.28995,15.42836,14.53115,15.28995,14.83529,15.35674,15.62762,15.6749,15.31071,15.71934,15.35082,14.6237,13.40137,14.76016,14.90803,14.1829,12.59197,13.03159,14.67326,13.17608,13.99345,14.51767,13.756,14.36737,13.89104,14.7609,14.10986,15.64488,15.73474,15.94663,15.76364,15.63501,14.26942,12.43195,12.376,15.19126,12.376,12.15597,10.4743,11.92345,11.76167,10.78219,11.19014,11.98241,13.798,12.29304,11.42751,14.86926,11.93422,12.8134,12.94449,10.57545,8.06701,9.39359,12.8611,11.94148,11.02605,12.86542,12.848,14.07027,13.27395,11.02112,12.64962,11.27088,15.18332,15.22523,12.65455,13.49581,15.14636,14.64019,14.5754,9.31896,10.9231,12.18564,14.09984,14.42233,14.65408,17.52732
2012,15.03459,14.98432,15.24686,12.23156,14.72738,11.68945,12.98391,12.08175,12.98391,11.68945,11.02533,10.14279,11.35344,11.33842,11.54735,7.75219,7.82117,9.75959,11.41005,11.4715,12.60399,12.99298,11.75617,14.23691,12.0112,13.6265,13.80115,13.80115,14.66404,13.99068,13.96694,11.9112,13.92861,11.97623,14.21003,13.53617,13.24216,14.00164,14.05967,12.95399,14.01451,12.23585,13.57205,14.215,13.60598,13.60437,12.95399,12.80347,12.9453,13.2385,14.42945,13.71025,13.87134,12.81727,11.24833,12.37959,10.17585,10.73648,9.78921,12.1077,12.75126,13.79049,12.1347,10.07934,15.04831,13.9079,14.89639,15.13366,15.59582,15.74178,14.8338,15.59582,15.1497,15.685,15.95552,16.00751,15.61609,16.05992,15.67429,14.90787,13.62822,15.05751,15.20508,14.45199,12.79831,13.24792,14.9409,13.39962,14.24642,14.80995,14.00016,14.66669,14.16481,15.04831,14.38041,15.9738,16.0662,16.28708,16.10287,15.97623,14.56992,12.60399,12.53967,15.49186,12.53967,12.31776,10.57557,12.03762,11.85648,10.86126,11.28989,12.13087,13.96199,12.4509,11.56732,15.05298,12.03598,12.92514,13.07383,10.70246,8.09361,9.44667,13.03224,12.10546,11.18462,13.03139,13.02221,14.26202,13.45137,11.1721,12.81959,11.42249,15.44505,15.48809,12.84243,13.70538,15.34396,14.74907,14.77445,9.38415,11.06421,12.37563,14.35563,14.70497,14.94557,17.79374
2013,15.36956,15.33726,15.61759,12.52753,15.05556,11.98978,13.33458,12.40463,13.33458,11.98978,11.31126,10.48414,11.64192,11.61526,11.83701,8.0929,8.11488,10.0991,11.68745,11.77359,12.89633,13.31899,12.06597,14.5726,12.32893,13.95049,14.16444,14.16444,15.07627,14.33649,14.36471,12.25795,14.30622,12.32384,14.58953,13.92195,13.61463,14.36874,14.46471,13.30907,14.42871,12.6349,13.98247,14.62326,14.00214,13.99721,13.30907,13.15318,13.29005,13.59088,14.85784,14.10403,14.26304,13.20679,11.60071,12.73526,10.52556,11.09192,10.1323,12.48148,13.09619,14.19847,12.51033,10.42395,15.36866,14.25625,15.23819,15.50666,15.9151,16.06496,15.10855,15.9151,15.44449,15.98249,16.25545,16.31025,15.93258,16.38301,15.96422,15.17507,13.92038,15.32411,15.46841,14.75247,13.10096,13.54088,15.23118,13.68622,14.52912,15.06329,14.28164,14.972,14.45825,15.36866,14.70134,16.32723,16.43318,16.62077,16.43036,16.29833,14.86671,12.89633,12.93784,15.7829,12.93784,12.71085,10.9089,12.302,12.11707,11.12414,11.56186,12.49699,14.29145,12.81458,11.95307,15.44512,12.32795,13.21762,13.44277,11.01164,8.36778,9.71627,13.28619,12.3509,11.44589,13.29921,13.27427,14.52595,13.71219,11.40825,13.06507,11.65844,15.81863,15.85699,13.23071,14.09036,15.72649,14.97337,15.0411,9.64567,11.38027,12.69268,14.63973,14.978,15.25463,18.06997
2014,15.72288,15.66633,15.99003,12.72304,15.39699,12.15975,13.57677,12.60627,13.57677,12.15975,11.46112,10.54685,11.80126,11.78512,12.01238,7.98652,8.04537,10.14419,11.85874,11.91981,13.09592,13.53049,12.27444,14.81077,12.54203,14.20178,14.47142,14.47142,15.36868,14.55899,14.62345,12.47608,14.53545,12.54652,14.8743,14.1889,13.87679,14.68674,14.72101,13.61123,14.6969,12.84992,14.23597,14.90564,14.27441,14.28055,13.61123,13.45241,13.59696,13.89723,15.14748,14.38099,14.54901,13.44732,11.74589,12.93025,10.62784,11.21545,10.21441,12.63584,13.29378,14.45625,12.67795,10.52674,15.76304,14.5971,15.61584,15.90016,16.29781,16.44929,15.47359,16.29781,15.79797,16.38474,16.63953,16.69288,16.31745,16.77773,16.3743,15.54534,14.22534,15.67605,15.83,15.0831,13.36156,13.83123,15.58203,13.98411,14.8511,15.42071,14.59838,15.3646,14.83622,15.76304,15.08759,16.73447,16.83633,17.02482,16.82605,16.68951,15.26184,13.09592,13.11937,16.15671,13.11937,12.90189,10.95841,12.41789,12.21041,11.18515,11.64614,12.66181,14.50605,12.99208,12.1269,15.68663,12.42775,13.34888,13.58822,11.11414,8.32762,9.72975,13.47101,12.51753,11.60099,13.48082,13.47178,14.73704,13.89504,11.54836,13.23581,11.80052,16.19123,16.23592,13.42011,14.36096,15.99082,15.11425,15.25956,9.67208,11.5023,12.87707,14.962,15.33866,15.64726,18.39945
2015,15.75726,15.50301,16.50849,13.7189,14.9663,13.64548,14.09452,13.70932,14.09452,13.64548,14.79918,13.75315,14.98795,15.11918,14.04356,9.80986,10.46767,11.77479,14.75808,14.21178,13.91726,14.90658,14.8263,13.83233,14.63233,15.20603,16.02986,16.02986,15.34521,13.99644,14.43233,14.80767,14.19644,14.33863,14.22356,14.46164,15.18274,16.11836,14.6926,16.42247,15.33205,14.53507,14.49644,15.23644,15.9789,15.49616,16.42247,16.61397,16.62548,15.62493,16.12493,15.96137,15.9726,15.66712,14.90712,14.76959,12.42137,12.82767,11.37973,12.54027,12.95479,13.97726,13.56521,12.6937,15.42329,16.75945,16.88192,15.21425,15.15781,15.63836,15.86219,15.15781,15.7937,14.80603,14.71507,14.5537,14.71397,14.76164,15.14192,15.85699,15.81315,16.28055,16.24685,15.2274,14.74356,15.56247,16.07918,15.83096,15.82658,16.72274,15.71644,15.78685,15.7,15.42329,15.5989,16.18384,16.15918,16.59836,15.20192,14.92,16.08219,13.91726,13.74192,15.43863,13.74192,13.91781,12.29397,14.58,13.62137,12.97288,13.41178,12.56658,12.71781,12.93699,9.27479,13.7674,12.54795,13.6074,12.86,13.18493,10.60411,11.73616,15.77452,15.70055,16.2537,12.89397,15.43699,15.57753,15.50575,16.91123,16.14712,16.13151,16.16603,16.25096,13.70603,14.29479,13.66986,15.38795,15.80384,11.36356,12.66959,13.41644,15.75863,15.00658,15.39288,17.98137
2016,16.05929,16.10437,16.65765,13.96776,15.88934,14.05601,15.56038,15.36885,15.56038,14.05601,14.45874,13.48224,14.44781,14.31803,14.36011,10.14754,10.72623,11.7582,14.0123,13.70027,13.64973,15.07623,15.54508,14.12923,15.25492,15.42158,16.5347,16.5347,15.80628,14.26694,15.01913,15.60792,14.19126,15.18279,14.93169,15.0765,15.81858,16.73825,15.19016,15.74454,15.38907,14.41421,14.84727,15.53579,15.70109,15.30383,15.74454,15.85027,15.8541,15.89699,15.79563,15.8194,15.7306,15.5276,14.92377,14.74098,12.47377,12.84973,12.52596,13.41967,13.69918,14.32077,13.64918,12.73689,15.96967,16.29563,16.77678,15.28989,15.6776,16.15656,16.52432,15.6776,16.26858,15.5582,15.03115,14.89262,15.23306,15.43142,16.03962,16.00656,15.70546,16.41339,16.34235,15.47322,14.72295,15.42514,16.31421,15.69126,16.1765,16.87486,16.09372,16.29426,15.76284,15.96967,15.67295,16.76885,16.73525,16.88361,15.80191,15.51612,16.64699,13.64973,14.17104,15.62514,14.17104,14.27049,11.78224,14.71093,13.92596,13.38279,13.6347,12.77158,13.75929,13.51557,11.42732,13.6306,11.93333,13.11475,12.20109,13.10219,11.16721,12.32213,15.59426,15.83169,16.3112,13.77432,15.73525,15.19536,14.72869,16.50437,15.26776,15.45328,16.41175,16.44891,13.90301,14.94481,13.84617,15.43716,14.74836,11.85437,12.5265,14.03388,16.14645,15.39563,15.98197,17.59727
2017,15.40148,15.58981,16.30425,13.9797,15.0646,14.06205,14.03274,13.7017,14.03274,14.06205,13.77471,12.57633,13.91805,13.92247,14.48274,9.01526,9.98622,11.35726,13.74485,13.58137,13.76373,15.06173,14.95153,14.48671,14.81268,14.97921,16.4126,16.4126,15.50277,15.08093,15.81548,15.39419,15.67307,14.8774,14.9757,15.18266,15.77389,16.63405,14.71616,15.68227,14.97542,13.72671,14.31036,14.79518,14.52937,14.97458,15.68227,15.83762,15.93107,15.16471,14.76208,14.87611,14.79797,14.33734,13.78148,13.99879,12.09167,12.48389,11.62162,13.24784,13.48726,13.9003,13.08252,12.35386,15.68562,16.06619,15.78153,15.49764,15.32477,15.61882,15.38827,15.32477,15.15737,15.48364,15.38655,15.19611,15.16888,15.64348,16.49279,15.61964,15.27638,15.97597,15.85016,15.12901,14.25189,15.16545,15.85734,15.67373,16.14545,16.2371,16.20614,15.9837,16.00556,15.68562,15.88044,15.99945,15.61403,16.30674,15.45729,15.34236,16.06189,13.76373,15.04063,15.71326,15.04063,14.6934,12.70063,14.63027,13.62841,12.7814,13.28175,13.22425,15.14521,13.9666,12.22896,14.70167,12.33397,13.9334,12.66397,13.66255,10.9717,11.63364,14.99392,14.5503,14.19658,14.22816,14.86329,14.5251,14.32923,15.79178,15.33236,14.90449,16.03332,16.09175,13.25214,14.86148,14.82063,15.65663,14.79247,11.74433,12.62014,13.42052,16.0951,15.23764,15.91668,17.7037
2018,15.34666,15.91082,16.07208,14.05027,15.48003,13.65934,14.38945,13.67222,14.38945,13.65934,13.22899,11.89688,13.45233,13.77162,13.90055,9.14945,10.1811,11.54553,13.64373,13.23178,14.0389,14.71225,14.49142,14.35249,14.25222,14.35444,15.82126,15.82126,14.75332,14.66625,15.11447,14.53896,15.10441,13.99841,14.77038,14.69353,14.80055,16.00285,14.8074,15.82074,15.08633,13.87477,14.48762,15.16636,14.75652,15.28797,15.82074,15.96356,16.07137,15.28559,14.72781,15.22392,15.12167,14.29729,13.48679,14.14211,12.61775,12.86219,11.36016,12.94907,12.90395,14.02348,13.13504,12.87022,15.71282,15.96364,15.79951,16.61353,15.71301,15.86858,15.57178,15.71301,15.49375,15.74471,15.99912,15.67288,15.70474,15.9794,16.60715,15.82748,15.39929,16.10581,16.01627,15.616,14.03833,15.05841,16.01351,15.70797,16.37192,16.26984,16.30501,16.28674,16.37455,15.71282,16.5074,15.73055,15.55644,16.19449,15.34573,15.2977,16.24022,14.0389,14.64123,16.22951,14.64123,14.77973,12.27364,14.05205,13.0303,12.28118,12.72521,13.38526,16.00721,14.01299,12.18362,15.3909,12.52584,14.44063,12.53208,14.01216,11.34652,11.07852,15.8151,15.34466,14.37027,15.07153,15.40814,15.55775,15.72701,16.42874,16.39047,15.40816,16.05904,15.96096,13.31074,14.49605,15.37126,15.28562,16.13808,12.17548,12.96482,13.22425,16.29353,15.73973,16.21238,17.96622
2019,15.59241,15.95466,16.38688,14.15795,15.49948,13.698,14.28745,13.72479,14.28745,13.698,13.59285,12.00074,13.64027,14.02315,14.12833,9.17784,10.15625,11.55997,13.72907,13.35923,13.96011,15.01688,14.734,14.46479,14.48745,14.77447,16.01781,16.01781,14.72441,15.23715,15.69762,15.01929,15.54233,14.48997,15.54581,15.45038,15.70737,16.22071,14.93329,16.0963,15.27677,14.00989,14.50288,15.40337,14.78052,15.60038,16.0963,16.36436,16.49751,15.5331,15.03008,15.35838,15.23704,14.24499,13.48537,14.19038,12.60411,12.92822,11.53608,13.10981,13.04553,14.06597,13.21088,12.8131,16.44063,16.4903,16.28466,17.10348,15.76441,16.08345,15.6791,15.76441,15.47644,16.1749,16.17921,15.98715,15.98277,16.2646,17.10868,15.92499,15.74027,16.30496,16.22551,15.74345,14.53945,15.57444,16.26082,16.13619,16.55529,16.39321,16.60773,17.0614,16.86597,16.44063,17.07334,16.24564,16.2931,16.72641,15.90849,15.83918,17.05337,13.96011,15.08438,16.36378,15.08438,15.42677,12.94868,14.78285,13.57414,12.6126,13.34104,14.23748,16.98197,14.89953,12.74148,16.41567,13.52132,15.38778,13.52518,14.06586,11.43408,11.30973,15.95718,15.40203,14.53595,15.69548,15.61271,15.72386,15.82386,16.35307,16.42929,15.40411,16.28879,16.2666,13.38553,15.28984,16.41008,15.94515,16.25068,12.22636,13.03427,13.03468,16.51934,15.79762,16.89534,18.02953
2020,16.42538,17.17219,17.51459,14.54393,16.47301,14.45273,15.2126,14.57842,15.2126,14.45273,13.8727,12.92421,14.4959,14.625,14.91142,9.56205,10.62536,12.07989,14.67855,14.17923,15.06686,15.7674,15.4324,15.67702,15.14224,15.46552,17.10828,17.10828,15.85306,16.11415,16.81432,16.20544,16.74041,15.56025,16.16057,16.64475,16.8318,17.35158,15.92115,17.16005,16.33615,14.45806,15.21642,16.155,15.66617,16.40456,17.16005,17.39038,17.55612,16.3844,15.95836,16.20311,16.02667,14.5409,13.78852,14.56582,12.99,13.47779,11.90776,13.70396,13.72374,14.61101,13.72831,13.31391,17.25344,17.61331,17.39863,17.95153,16.81489,17.00735,16.58011,16.81489,16.45631,16.91899,17.02281,16.74145,16.84139,17.01473,17.85787,16.81937,16.37792,17.1774,16.93281,16.68172,15.08391,16.10844,17.11858,16.76803,17.07328,17.26044,17.05041,17.64527,17.74492,17.25344,17.98437,16.88306,16.7921,17.3779,16.45093,16.37809,17.73787,15.06686,16.16984,17.1988,16.16984,16.0873,13.46705,15.24366,14.13607,12.9541,13.73842,14.6691,17.50432,15.37178,13.29363,16.69303,13.82686,15.85686,14.0441,15.16484,11.89787,11.60653,16.40847,15.6062,14.63393,16.03314,15.83404,15.88943,16.07475,16.70604,16.74131,15.58839,17.46022,17.33645,13.94232,16.21822,16.70571,16.47557,16.64776,12.89303,13.79333,14.05161,17.05869,16.86481,17.55831,18.42221
2021,16.62945,17.20792,17.66496,14.97586,16.84918,14.86288,15.68236,15.29688,15.68236,14.86288,14.45255,13.55868,14.95052,15.06482,15.21227,10.38118,11.36638,12.86649,15.08789,14.6203,15.41589,16.38162,16.15367,16.14663,15.89795,15.9911,17.16096,17.16096,15.93173,16.77027,17.07403,16.34173,17.04986,15.93589,16.60408,16.65496,16.44142,17.10151,16.03901,17.16699,16.31564,14.93827,15.64142,16.28564,15.78745,16.50211,17.16699,17.3597,17.55011,16.45293,16.12216,16.1537,16.0631,15.11762,14.22682,15.06573,13.43658,13.88808,12.5137,14.13096,14.21129,15.18022,14.21504,13.72814,17.48345,17.33748,17.46792,17.88411,17.27907,17.42099,17.01266,17.27907,16.94973,17.25244,17.43764,17.13397,17.25019,17.41751,18.11052,17.36674,17.05351,17.72627,17.48658,17.1851,15.88427,16.73132,17.68211,17.28748,17.51534,17.82227,17.52455,17.95932,17.84929,17.48345,18.19679,16.93833,17.20112,17.38351,16.78279,16.71923,18.02589,15.41589,16.48277,17.63693,16.48277,16.44173,14.10803,15.80479,14.3734,13.45342,14.48463,15.12036,17.52477,15.71197,13.67274,16.88682,14.3546,16.17912,14.56992,15.49066,12.45923,12.30219,16.50989,15.86964,14.99786,16.07811,16.04422,16.10614,16.30427,16.82266,16.82682,15.86386,17.54118,17.49211,14.5774,16.39268,16.92556,16.9174,16.75197,13.5,14.34362,14.68447,17.51786,17.44345,17.74258,18.2183
