name,province,district,sensors,activities
GATARE,WEST,Nyamasheke,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kanjong,WEST,Nyamasheke,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Mukura,WEST,Nyamasheke,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Wisumo,WEST,Nyamasheke,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Nyamasheke,WEST,Nyamsheke,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Tamira,WEST,Rubavu,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Bugarama,WEST,Rusizi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
MWITO,WEST,Rusizi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Bweyeye,WEST,Rusizi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kamembe,WEST,Rusizi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
NYABITIMBO,WEST,Rusizi,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Macuba,WEST,Rutsiro,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
...,,,,
